TJ(Women)_functions.IaafFunction,20000000.416509,20000106.977000,20004994.140000
TJ(Men)_functions.ABCFormuleCeil,0.460616,90.967185,515.526022
TJ(Men)_functions.ABCFormuleFloor,0.460620,90.967028,514.525087
TJ(Women)_functions.ABCFormule1382,0.417089,89.099857,227.456813
TJ(Men)_functions.ABCFormule,0.460616,90.967185,515.025899
TJ(Women)_functions.ABCFormule,0.417088,89.099883,227.456948
LJ(Men)_functions.ABCFormule,6.403118,110.711758,157.153006
LJ(Men)_functions.IaafFunction,11000184.397835,11000001.999998,12000001.000000
